date,adj.close
1/3/1950,16.66
1/4/1950,16.85
1/5/1950,16.93
1/6/1950,16.98
1/9/1950,17.08
1/10/1950,17.030001
1/11/1950,17.09
1/12/1950,16.76
1/13/1950,16.67
1/16/1950,16.719999
1/17/1950,16.860001
1/18/1950,16.85
1/19/1950,16.870001
1/20/1950,16.9
1/23/1950,16.92
1/24/1950,16.860001
1/25/1950,16.74
1/26/1950,16.73
1/27/1950,16.82
1/30/1950,17.02
1/31/1950,17.049999
2/1/1950,17.049999
2/2/1950,17.23
2/3/1950,17.290001
2/6/1950,17.32
2/7/1950,17.23
2/8/1950,17.209999
2/9/1950,17.280001
2/10/1950,17.24
2/14/1950,17.059999
2/15/1950,17.059999
2/16/1950,16.99
2/17/1950,17.15
2/20/1950,17.200001
2/21/1950,17.17
2/23/1950,17.209999
2/24/1950,17.280001
2/27/1950,17.280001
2/28/1950,17.219999
3/1/1950,17.24
3/2/1950,17.23
3/3/1950,17.290001
3/6/1950,17.32
3/7/1950,17.200001
3/8/1950,17.190001
3/9/1950,17.07
3/10/1950,17.09
3/13/1950,17.120001
3/14/1950,17.25
3/15/1950,17.450001
3/16/1950,17.49
3/17/1950,17.450001
3/20/1950,17.440001
3/21/1950,17.450001
3/22/1950,17.549999
3/23/1950,17.559999
3/24/1950,17.559999
3/27/1950,17.459999
3/28/1950,17.530001
3/29/1950,17.440001
3/30/1950,17.299999
3/31/1950,17.290001
4/3/1950,17.530001
4/4/1950,17.549999
4/5/1950,17.629999
4/6/1950,17.780001
4/10/1950,17.85
4/11/1950,17.75
4/12/1950,17.940001
4/13/1950,17.98
4/14/1950,17.959999
4/17/1950,17.879999
4/18/1950,18.030001
4/19/1950,18.049999
4/20/1950,17.93
4/21/1950,17.959999
4/24/1950,17.83
4/25/1950,17.83
4/26/1950,17.76
4/27/1950,17.860001
4/28/1950,17.959999
5/1/1950,18.219999
5/2/1950,18.110001
5/3/1950,18.27
5/4/1950,18.120001
5/5/1950,18.219999
5/8/1950,18.27
5/9/1950,18.27
5/10/1950,18.290001
5/11/1950,18.290001
5/12/1950,18.18
5/15/1950,18.26
5/16/1950,18.440001
5/17/1950,18.52
5/18/1950,18.559999
5/19/1950,18.68
5/22/1950,18.6
5/23/1950,18.709999
5/24/1950,18.690001
5/25/1950,18.690001
5/26/1950,18.67
5/29/1950,18.719999
5/31/1950,18.780001
6/1/1950,18.77
6/2/1950,18.790001
6/5/1950,18.6
6/6/1950,18.879999
6/7/1950,18.93
6/8/1950,19.139999
6/9/1950,19.26
6/12/1950,19.4
6/13/1950,19.25
6/14/1950,18.98
6/15/1950,18.93
6/16/1950,18.969999
6/19/1950,18.92
6/20/1950,18.83
6/21/1950,19
6/22/1950,19.16
6/23/1950,19.139999
6/26/1950,18.110001
6/27/1950,17.91
6/28/1950,18.110001
6/29/1950,17.440001
6/30/1950,17.690001
7/3/1950,17.639999
7/5/1950,17.809999
7/6/1950,17.91
7/7/1950,17.67
7/10/1950,17.59
7/11/1950,17.32
7/12/1950,16.870001
7/13/1950,16.690001
7/14/1950,16.870001
7/17/1950,16.68
7/18/1950,17.059999
7/19/1950,17.360001
7/20/1950,17.610001
7/21/1950,17.59
7/24/1950,17.48
7/25/1950,17.23
7/26/1950,17.27
7/27/1950,17.5
7/28/1950,17.690001
7/31/1950,17.84
8/1/1950,18.02
8/2/1950,17.950001
8/3/1950,17.99
8/4/1950,18.139999
8/7/1950,18.41
8/8/1950,18.459999
8/9/1950,18.610001
8/10/1950,18.48
8/11/1950,18.280001
8/14/1950,18.290001
8/15/1950,18.32
8/16/1950,18.34
8/17/1950,18.540001
8/18/1950,18.68
8/21/1950,18.700001
8/22/1950,18.68
8/23/1950,18.82
8/24/1950,18.790001
8/25/1950,18.540001
8/28/1950,18.530001
8/29/1950,18.540001
8/30/1950,18.43
8/31/1950,18.42
9/1/1950,18.549999
9/5/1950,18.68
9/6/1950,18.540001
9/7/1950,18.59
9/8/1950,18.75
9/11/1950,18.610001
9/12/1950,18.870001
9/13/1950,19.09
9/14/1950,19.18
9/15/1950,19.290001
9/18/1950,19.370001
9/19/1950,19.309999
9/20/1950,19.209999
9/21/1950,19.370001
9/22/1950,19.440001
9/25/1950,19.42
9/26/1950,19.139999
9/27/1950,19.41
9/28/1950,19.42
9/29/1950,19.450001
10/2/1950,19.690001
10/3/1950,19.66
10/4/1950,20
10/5/1950,19.889999
10/6/1950,20.120001
10/9/1950,20
10/10/1950,19.780001
10/11/1950,19.860001
10/13/1950,19.85
10/16/1950,19.709999
10/17/1950,19.889999
10/18/1950,20.01
10/19/1950,20.02
10/20/1950,19.959999
10/23/1950,19.959999
10/24/1950,20.08
10/25/1950,20.049999
10/26/1950,19.610001
10/27/1950,19.77
10/30/1950,19.610001
10/31/1950,19.530001
11/1/1950,19.559999
11/2/1950,19.73
11/3/1950,19.85
11/6/1950,19.360001
11/8/1950,19.559999
11/9/1950,19.790001
11/10/1950,19.940001
11/13/1950,20.01
11/14/1950,19.860001
11/15/1950,19.82
11/16/1950,19.719999
11/17/1950,19.860001
11/20/1950,19.93
11/21/1950,19.879999
11/22/1950,20.16
11/24/1950,20.32
11/27/1950,20.18
11/28/1950,19.559999
11/29/1950,19.370001
11/30/1950,19.51
12/1/1950,19.66
12/4/1950,19
12/5/1950,19.309999
12/6/1950,19.450001
12/7/1950,19.4
12/8/1950,19.4
12/11/1950,19.719999
12/12/1950,19.68
12/13/1950,19.67
12/14/1950,19.43
12/15/1950,19.33
12/18/1950,19.85
12/19/1950,19.959999
12/20/1950,19.969999
12/21/1950,19.98
12/22/1950,20.07
12/26/1950,19.92
12/27/1950,20.299999
12/28/1950,20.379999
12/29/1950,20.43
1/2/1951,20.77
1/3/1951,20.690001
1/4/1951,20.870001
1/5/1951,20.870001
1/8/1951,21
1/9/1951,21.120001
1/10/1951,20.85
1/11/1951,21.190001
1/12/1951,21.110001
1/15/1951,21.299999
1/16/1951,21.459999
1/17/1951,21.549999
1/18/1951,21.4
1/19/1951,21.360001
1/22/1951,21.18
1/23/1951,21.26
1/24/1951,21.16
1/25/1951,21.030001
1/26/1951,21.26
1/29/1951,21.67
1/30/1951,21.74
1/31/1951,21.66
2/1/1951,21.77
2/2/1951,21.959999
2/5/1951,22.200001
2/6/1951,22.120001
2/7/1951,21.99
2/8/1951,22.09
2/9/1951,22.17
2/13/1951,22.18
2/14/1951,22.120001
2/15/1951,22
2/16/1951,22.129999
2/19/1951,21.83
2/20/1951,21.790001
2/21/1951,21.860001
2/23/1951,21.92
2/26/1951,21.93
2/27/1951,21.76
2/28/1951,21.799999
3/1/1951,21.85
3/2/1951,21.93
3/5/1951,21.790001
3/6/1951,21.790001
3/7/1951,21.860001
3/8/1951,21.950001
3/9/1951,21.950001
3/12/1951,21.700001
3/13/1951,21.41
3/14/1951,21.25
3/15/1951,21.290001
3/16/1951,21.639999
3/19/1951,21.559999
3/20/1951,21.52
3/21/1951,21.639999
3/22/1951,21.73
3/26/1951,21.530001
3/27/1951,21.51
3/28/1951,21.26
3/29/1951,21.33
3/30/1951,21.48
4/2/1951,21.32
4/3/1951,21.26
4/4/1951,21.4
4/5/1951,21.690001
4/6/1951,21.719999
4/9/1951,21.68
4/10/1951,21.65
4/11/1951,21.639999
4/12/1951,21.83
4/13/1951,22.09
4/16/1951,22.040001
4/17/1951,22.09
4/18/1951,22.129999
4/19/1951,22.040001
4/20/1951,22.040001
4/23/1951,22.049999
4/24/1951,21.959999
4/25/1951,21.969999
4/26/1951,22.16
4/27/1951,22.389999
4/30/1951,22.43
5/1/1951,22.530001
5/2/1951,22.620001
5/3/1951,22.809999
5/4/1951,22.77
5/7/1951,22.629999
5/8/1951,22.610001
5/9/1951,22.639999
5/10/1951,22.51
5/11/1951,22.33
5/14/1951,22.18
5/15/1951,21.76
5/16/1951,21.690001
5/17/1951,21.91
5/18/1951,21.51
5/21/1951,21.459999
5/22/1951,21.360001
5/23/1951,21.16
5/24/1951,21.049999
5/25/1951,21.030001
5/28/1951,21.209999
5/29/1951,21.35
5/31/1951,21.52
6/1/1951,21.48
6/4/1951,21.24
6/5/1951,21.33
6/6/1951,21.48
6/7/1951,21.559999
6/8/1951,21.49
6/11/1951,21.610001
6/12/1951,21.52
6/13/1951,21.549999
6/14/1951,21.84
6/15/1951,22.040001
6/18/1951,22.049999
6/19/1951,22.02
6/20/1951,21.91
6/21/1951,21.780001
6/22/1951,21.549999
6/25/1951,21.290001
6/26/1951,21.299999
6/27/1951,21.370001
6/28/1951,21.1
6/29/1951,20.959999
7/2/1951,21.1
7/3/1951,21.23
7/5/1951,21.639999
7/6/1951,21.639999
7/9/1951,21.73
7/10/1951,21.629999
7/11/1951,21.68
7/12/1951,21.799999
7/13/1951,21.98
7/16/1951,21.73
7/17/1951,21.92
7/18/1951,21.879999
7/19/1951,21.84
7/20/1951,21.879999
7/23/1951,22.1
7/24/1951,22.440001
7/25/1951,22.32
7/26/1951,22.469999
7/27/1951,22.530001
7/30/1951,22.629999
7/31/1951,22.4
8/1/1951,22.51
8/2/1951,22.82
8/3/1951,22.85
8/6/1951,23.01
8/7/1951,23.030001
8/8/1951,22.93
8/9/1951,22.84
8/10/1951,22.790001
8/13/1951,22.799999
8/14/1951,22.700001
8/15/1951,22.790001
8/16/1951,22.870001
8/17/1951,22.940001
8/20/1951,22.93
8/21/1951,22.83
8/22/1951,22.75
8/23/1951,22.9
8/24/1951,22.879999
8/27/1951,22.85
8/28/1951,22.9
8/29/1951,23.08
8/30/1951,23.24
8/31/1951,23.280001
9/4/1951,23.280001
9/5/1951,23.42
9/6/1951,23.469999
9/7/1951,23.530001
9/10/1951,23.620001
9/11/1951,23.5
9/12/1951,23.6
9/13/1951,23.709999
9/14/1951,23.690001
9/17/1951,23.620001
9/18/1951,23.59
9/19/1951,23.59
9/20/1951,23.57
9/21/1951,23.4
9/24/1951,23.299999
9/25/1951,23.379999
9/26/1951,23.4
9/27/1951,23.27
9/28/1951,23.26
10/1/1951,23.469999
10/2/1951,23.639999
10/3/1951,23.790001
10/4/1951,23.719999
10/5/1951,23.780001
10/8/1951,23.75
10/9/1951,23.65
10/10/1951,23.610001
10/11/1951,23.700001
10/15/1951,23.85
10/16/1951,23.77
10/17/1951,23.690001
10/18/1951,23.67
10/19/1951,23.32
10/22/1951,22.75
10/23/1951,22.84
10/24/1951,23.030001
10/25/1951,22.959999
10/26/1951,22.809999
10/29/1951,22.690001
10/30/1951,22.66
10/31/1951,22.940001
11/1/1951,23.1
11/2/1951,22.93
11/5/1951,22.82
11/7/1951,22.49
11/8/1951,22.469999
11/9/1951,22.75
11/13/1951,22.790001
11/14/1951,22.85
11/15/1951,22.84
11/16/1951,22.82
11/19/1951,22.73
11/20/1951,22.68
11/21/1951,22.639999
11/23/1951,22.4
11/26/1951,22.43
11/27/1951,22.66
11/28/1951,22.610001
11/29/1951,22.67
11/30/1951,22.879999
12/3/1951,23.01
12/4/1951,23.139999
12/5/1951,23.07
12/6/1951,23.34
12/7/1951,23.379999
12/10/1951,23.42
12/11/1951,23.299999
12/12/1951,23.370001
12/13/1951,23.389999
12/14/1951,23.370001
12/17/1951,23.41
12/18/1951,23.49
12/19/1951,23.57
12/20/1951,23.57
12/21/1951,23.51
12/24/1951,23.540001
12/26/1951,23.440001
12/27/1951,23.65
12/28/1951,23.690001
12/31/1951,23.77
1/2/1952,23.799999
1/3/1952,23.879999
1/4/1952,23.92
1/7/1952,23.91
1/8/1952,23.82
1/9/1952,23.74
1/10/1952,23.860001
1/11/1952,23.98
1/14/1952,24.16
1/15/1952,24.059999
1/16/1952,24.09
1/17/1952,24.200001
1/18/1952,24.25
1/21/1952,24.459999
1/22/1952,24.66
1/23/1952,24.540001
1/24/1952,24.559999
1/25/1952,24.549999
1/28/1952,24.610001
1/29/1952,24.57
1/30/1952,24.23
1/31/1952,24.139999
2/1/1952,24.299999
2/4/1952,24.120001
2/5/1952,24.110001
2/6/1952,24.18
2/7/1952,24.110001
2/8/1952,24.24
2/11/1952,24.110001
2/13/1952,23.92
2/14/1952,23.870001
2/15/1952,23.860001
2/18/1952,23.74
2/19/1952,23.360001
2/20/1952,23.09
2/21/1952,23.16
2/25/1952,23.23
2/26/1952,23.15
2/27/1952,23.18
2/28/1952,23.290001
2/29/1952,23.26
3/3/1952,23.290001
3/4/1952,23.68
3/5/1952,23.709999
3/6/1952,23.690001
3/7/1952,23.719999
3/10/1952,23.6
3/11/1952,23.620001
3/12/1952,23.73
3/13/1952,23.75
3/14/1952,23.75
3/17/1952,23.92
3/18/1952,23.870001
3/19/1952,23.82
3/20/1952,23.889999
3/21/1952,23.93
3/24/1952,23.93
3/25/1952,23.790001
3/26/1952,23.780001
3/27/1952,23.99
3/28/1952,24.18
3/31/1952,24.370001
4/1/1952,24.18
4/2/1952,24.120001
4/3/1952,24.120001
4/4/1952,24.02
4/7/1952,23.799999
4/8/1952,23.91
4/9/1952,23.940001
4/10/1952,24.110001
4/14/1952,23.950001
4/15/1952,23.65
4/16/1952,23.58
4/17/1952,23.41
4/18/1952,23.5
4/21/1952,23.690001
4/22/1952,23.58
4/23/1952,23.48
4/24/1952,23.43
4/25/1952,23.540001
4/28/1952,23.549999
4/29/1952,23.49
4/30/1952,23.32
5/1/1952,23.17
5/2/1952,23.559999
5/5/1952,23.66
5/6/1952,23.67
5/7/1952,23.809999
5/8/1952,23.860001
5/9/1952,23.84
5/12/1952,23.75
5/13/1952,23.780001
5/14/1952,23.68
5/15/1952,23.6
5/16/1952,23.559999
5/19/1952,23.610001
5/20/1952,23.74
5/21/1952,23.780001
5/22/1952,23.91
5/23/1952,23.889999
5/26/1952,23.940001
5/27/1952,23.879999
5/28/1952,23.84
5/29/1952,23.860001
6/2/1952,23.799999
6/3/1952,23.780001
6/4/1952,23.950001
6/5/1952,24.1
6/6/1952,24.26
6/9/1952,24.370001
6/10/1952,24.23
6/11/1952,24.309999
6/12/1952,24.309999
6/13/1952,24.370001
6/16/1952,24.299999
6/17/1952,24.33
6/18/1952,24.43
6/19/1952,24.51
6/20/1952,24.59
6/23/1952,24.559999
6/24/1952,24.6
6/25/1952,24.66
6/26/1952,24.75
6/27/1952,24.83
6/30/1952,24.959999
7/1/1952,25.120001
7/2/1952,25.059999
7/3/1952,25.049999
7/7/1952,24.969999
7/8/1952,24.959999
7/9/1952,24.860001
7/10/1952,24.809999
7/11/1952,24.98
7/14/1952,25.030001
7/15/1952,25.16
7/16/1952,25.16
7/17/1952,25.049999
7/18/1952,24.85
7/21/1952,24.950001
7/22/1952,25
7/23/1952,25.110001
7/24/1952,25.24
7/25/1952,25.16
7/28/1952,25.200001
7/29/1952,25.26
7/30/1952,25.370001
7/31/1952,25.4
8/1/1952,25.450001
8/4/1952,25.43
8/5/1952,25.459999
8/6/1952,25.440001
8/7/1952,25.52
8/8/1952,25.549999
8/11/1952,25.52
8/12/1952,25.309999
8/13/1952,25.280001
8/14/1952,25.280001
8/15/1952,25.200001
8/18/1952,24.940001
8/19/1952,24.889999
8/20/1952,24.950001
8/21/1952,24.98
8/22/1952,24.99
8/25/1952,24.870001
8/26/1952,24.83
8/27/1952,24.940001
8/28/1952,24.969999
8/29/1952,25.030001
9/2/1952,25.15
9/3/1952,25.25
9/4/1952,25.24
9/5/1952,25.209999
9/8/1952,25.110001
9/9/1952,24.860001
9/10/1952,24.690001
9/11/1952,24.719999
9/12/1952,24.709999
9/15/1952,24.450001
9/16/1952,24.530001
9/17/1952,24.58
9/18/1952,24.51
9/19/1952,24.57
9/22/1952,24.59
9/23/1952,24.700001
9/24/1952,24.790001
9/25/1952,24.809999
9/26/1952,24.73
9/29/1952,24.68
9/30/1952,24.540001
10/1/1952,24.48
10/2/1952,24.52
10/3/1952,24.5
10/6/1952,24.440001
10/7/1952,24.4
10/8/1952,24.58
10/9/1952,24.57
10/10/1952,24.549999
10/14/1952,24.48
10/15/1952,24.059999
10/16/1952,23.91
10/17/1952,24.200001
10/20/1952,24.129999
10/21/1952,24.07
10/22/1952,23.799999
10/23/1952,23.870001
10/24/1952,24.030001
10/27/1952,24.09
10/28/1952,24.129999
10/29/1952,24.15
10/30/1952,24.15
10/31/1952,24.52
11/3/1952,24.6
11/5/1952,24.67
11/6/1952,24.77
11/7/1952,24.780001
11/10/1952,24.77
11/12/1952,24.65
11/13/1952,24.709999
11/14/1952,24.75
11/17/1952,24.799999
11/18/1952,25.16
11/19/1952,25.33
11/20/1952,25.280001
11/21/1952,25.27
11/24/1952,25.42
11/25/1952,25.360001
11/26/1952,25.52
11/28/1952,25.66
12/1/1952,25.68
12/2/1952,25.74
12/3/1952,25.709999
12/4/1952,25.610001
12/5/1952,25.620001
12/8/1952,25.76
12/9/1952,25.93
12/10/1952,25.98
12/11/1952,25.959999
12/12/1952,26.040001
12/15/1952,26.040001
12/16/1952,26.07
12/17/1952,26.040001
12/18/1952,26.030001
12/19/1952,26.15
12/22/1952,26.299999
12/23/1952,26.190001
12/24/1952,26.209999
12/26/1952,26.25
12/29/1952,26.4
12/30/1952,26.59
12/31/1952,26.57
1/2/1953,26.540001
1/5/1953,26.66
1/6/1953,26.48
1/7/1953,26.370001
1/8/1953,26.33
1/9/1953,26.08
1/12/1953,25.860001
1/13/1953,26.02
1/14/1953,26.08
1/15/1953,26.129999
1/16/1953,26.02
1/19/1953,26.01
1/20/1953,26.139999
1/21/1953,26.09
1/22/1953,26.120001
1/23/1953,26.07
1/26/1953,26.02
1/27/1953,26.049999
1/28/1953,26.129999
1/29/1953,26.200001
1/30/1953,26.379999
2/2/1953,26.51
2/3/1953,26.540001
2/4/1953,26.42
2/5/1953,26.15
2/6/1953,26.51
2/9/1953,25.690001
